resultId,raceId,driverId,constructorId,grid,position,year,round,circuitId,date,dob,driver_age,driver_experience,driver_constructor_experience,driver_wins,constructor_wins,driver_points,driver_standing,constructor_points,constructor_standing
20328,337,30,131,7,6.0,2010,1,3,2010-03-14,1969-01-03,41,250,0,91.0,0.0,0.0,0.0,18.0,3.0
20340,337,37,15,14,,2010,1,3,2010-03-14,1971-02-24,39,72,0,0.0,0.0,0.0,0.0,0.0,0.0
20338,337,67,5,15,16.0,2010,1,3,2010-03-14,1988-10-31,21,17,17,0.0,0.0,0.0,0.0,0.0,0.0
20335,337,153,5,18,13.0,2010,1,3,2010-03-14,1990-03-23,19,8,8,0.0,0.0,0.0,0.0,0.0,8.0
20344,337,155,15,16,,2010,1,3,2010-03-14,1986-09-13,23,2,0,0.0,0.0,0.0,0.0,0.0,10.0
20336,337,807,3,13,14.0,2010,1,3,2010-03-14,1987-08-19,22,0,0,0.0,0.0,0.0,0.0,1.0,6.0
20343,337,808,4,17,,2010,1,3,2010-03-14,1984-09-08,25,0,0,0.0,0.0,0.0,0.0,0.0,7.0
20345,337,810,166,22,,2010,1,3,2010-03-14,1984-08-11,25,0,0,0.0,0.0,0.0,0.0,0.0,12.0
20341,337,811,164,23,,2010,1,3,2010-03-14,1983-10-15,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0
20346,337,812,164,24,,2010,1,3,2010-03-14,1984-01-19,26,0,0,0.0,0.0,0.0,0.0,0.0,11.0
20352,338,1,1,11,6.0,2010,2,1,2010-03-28,1985-01-07,25,53,53,11.0,0.0,15.0,3.0,21.0,2.0
20351,338,3,131,6,5.0,2010,2,1,2010-03-28,1985-06-27,24,71,1,0.0,0.0,10.0,5.0,18.0,3.0
20350,338,4,6,3,4.0,2010,2,1,2010-03-28,1981-07-29,28,141,1,22.0,11.0,25.0,1.0,43.0,1.0
20359,338,5,205,19,13.0,2010,2,1,2010-03-28,1981-10-19,28,53,1,1.0,0.0,0.0,15.0,0.0,9.0
20348,338,9,4,9,2.0,2010,2,1,2010-03-28,1984-12-07,25,58,1,1.0,0.0,0.0,11.0,0.0,7.0
20361,338,10,166,23,,2010,2,1,2010-03-28,1982-03-18,28,38,1,0.0,0.0,0.0,20.0,0.0,12.0
20349,338,13,6,5,3.0,2010,2,1,2010-03-28,1981-04-25,28,117,64,11.0,1.0,18.0,2.0,70.0,1.0
20370,338,15,205,20,,2010,2,1,2010-03-28,1974-07-13,35,220,1,1.0,0.0,0.0,17.0,0.0,10.0
20364,338,16,10,10,,2010,2,1,2010-03-28,1983-01-11,27,53,36,0.0,0.0,0.0,12.0,2.0,5.0
20355,338,17,9,2,9.0,2010,2,1,2010-03-28,1976-08-27,33,141,53,2.0,4.0,4.0,8.0,16.0,4.0
20347,338,18,1,4,1.0,2010,2,1,2010-03-28,1980-01-19,30,173,1,7.0,11.0,6.0,7.0,54.0,2.0
20363,338,20,9,1,,2010,2,1,2010-03-28,1987-07-03,22,44,18,5.0,2.0,12.0,4.0,18.0,5.0
20354,338,22,3,8,8.0,2010,2,1,2010-03-28,1972-05-23,37,289,1,11.0,0.0,1.0,10.0,1.0,6.0
20353,338,24,10,13,7.0,2010,2,1,2010-03-28,1980-08-06,29,45,6,0.0,0.0,2.0,9.0,8.0,6.0
20356,338,30,131,7,10.0,2010,2,1,2010-03-28,1969-01-03,41,251,1,91.0,0.0,8.0,6.0,29.0,3.0
20358,338,37,15,14,12.0,2010,2,1,2010-03-28,1971-02-24,39,73,1,0.0,0.0,0.0,18.0,0.0,10.0
20367,338,67,5,12,,2010,2,1,2010-03-28,1988-10-31,21,18,18,0.0,0.0,0.0,16.0,0.0,8.0
20357,338,153,5,17,11.0,2010,2,1,2010-03-28,1990-03-23,20,9,9,0.0,0.0,0.0,13.0,0.0,8.0
20369,338,155,15,16,,2010,2,1,2010-03-28,1986-09-13,23,3,1,0.0,0.0,0.0,22.0,0.0,9.0
20368,338,807,3,15,,2010,2,1,2010-03-28,1987-08-19,22,1,1,0.0,0.0,0.0,14.0,5.0,7.0
20365,338,808,4,18,,2010,2,1,2010-03-28,1984-09-08,25,1,1,0.0,0.0,0.0,21.0,18.0,4.0
20362,338,810,166,24,,2010,2,1,2010-03-28,1984-08-11,25,1,1,0.0,0.0,0.0,23.0,0.0,12.0
20366,338,811,164,21,,2010,2,1,2010-03-28,1983-10-15,26,1,1,0.0,0.0,0.0,19.0,0.0,11.0
20360,338,812,164,22,14.0,2010,2,1,2010-03-28,1984-01-19,26,1,1,0.0,0.0,0.0,24.0,0.0,11.0
20376,339,1,1,20,6.0,2010,3,2,2010-04-04,1985-01-07,25,54,54,11.0,1.0,23.0,4.0,54.0,2.0
20373,339,3,131,2,3.0,2010,3,2,2010-04-04,1985-06-27,24,72,2,0.0,0.0,20.0,5.0,29.0,3.0
20383,339,4,6,19,13.0,2010,3,2,2010-04-04,1981-07-29,28,142,2,22.0,11.0,37.0,1.0,70.0,1.0
20388,339,5,205,15,,2010,3,2,2010-04-04,1981-10-19,28,54,2,1.0,0.0,0.0,15.0,0.0,10.0
20374,339,9,4,6,4.0,2010,3,2,2010-04-04,1984-12-07,25,59,2,1.0,0.0,18.0,6.0,18.0,4.0
20393,339,10,166,16,,2010,3,2,2010-04-04,1982-03-18,28,39,2,0.0,0.0,0.0,21.0,0.0,12.0
20377,339,13,6,21,7.0,2010,3,2,2010-04-04,1981-04-25,28,118,65,11.0,1.0,33.0,2.0,76.0,1.0
20387,339,15,205,18,17.0,2010,3,2,2010-04-04,1974-07-13,35,221,2,1.0,0.0,0.0,19.0,0.0,10.0
20375,339,16,10,4,5.0,2010,3,2,2010-04-04,1983-01-11,27,54,37,0.0,0.0,0.0,13.0,8.0,6.0
20372,339,17,9,1,2.0,2010,3,2,2010-04-04,1976-08-27,33,142,54,2.0,4.0,6.0,10.0,18.0,5.0
20378,339,18,1,17,8.0,2010,3,2,2010-04-04,1980-01-19,30,174,2,8.0,11.0,31.0,3.0,66.0,2.0
20371,339,20,9,3,1.0,2010,3,2,2010-04-04,1987-07-03,22,45,19,5.0,2.0,12.0,7.0,61.0,3.0
20382,339,22,3,7,12.0,2010,3,2,2010-04-04,1972-05-23,37,290,2,11.0,0.0,5.0,11.0,5.0,7.0
20390,339,24,10,10,,2010,3,2,2010-04-04,1980-08-06,29,46,7,0.0,0.0,8.0,9.0,18.0,6.0
20391,339,30,131,8,,2010,3,2,2010-04-04,1969-01-03,41,252,2,91.0,0.0,9.0,8.0,44.0,4.0
20394,339,37,15,12,,2010,3,2,2010-04-04,1971-02-24,39,74,2,0.0,0.0,0.0,14.0,0.0,9.0
20381,339,67,5,13,11.0,2010,3,2,2010-04-04,1988-10-31,21,19,19,0.0,0.0,0.0,18.0,0.0,8.0
20379,339,153,5,14,9.0,2010,3,2,2010-04-04,1990-03-23,20,10,10,0.0,0.0,0.0,12.0,2.0,8.0
20392,339,155,15,9,,2010,3,2,2010-04-04,1986-09-13,23,4,2,0.0,0.0,0.0,23.0,0.0,9.0
20380,339,807,3,5,10.0,2010,3,2,2010-04-04,1987-08-19,22,2,2,0.0,0.0,0.0,17.0,6.0,7.0
20389,339,808,4,11,,2010,3,2,2010-04-04,1984-09-08,25,2,2,0.0,0.0,0.0,22.0,30.0,5.0
20384,339,810,166,24,14.0,2010,3,2,2010-04-04,1984-08-11,25,2,2,0.0,0.0,0.0,24.0,0.0,12.0
20386,339,811,164,23,16.0,2010,3,2,2010-04-04,1983-10-15,26,2,2,0.0,0.0,0.0,20.0,0.0,11.0
20385,339,812,164,22,15.0,2010,3,2,2010-04-04,1984-01-19,26,2,2,0.0,0.0,0.0,16.0,0.0,11.0
20396,340,1,1,6,2.0,2010,4,17,2010-04-18,1985-01-07,25,55,55,11.0,1.0,31.0,6.0,66.0,2.0
20397,340,3,131,4,3.0,2010,4,17,2010-04-18,1985-06-27,24,73,3,0.0,0.0,35.0,5.0,44.0,4.0
20398,340,4,6,3,4.0,2010,4,17,2010-04-18,1981-07-29,28,143,3,22.0,11.0,37.0,2.0,76.0,1.0
20408,340,5,205,21,14.0,2010,4,17,2010-04-18,1981-10-19,28,55,3,1.0,0.0,0.0,17.0,0.0,10.0
20399,340,9,4,8,5.0,2010,4,17,2010-04-18,1984-12-07,25,60,3,1.0,0.0,30.0,7.0,30.0,5.0
20418,340,10,166,19,,2010,4,17,2010-04-18,1982-03-18,28,40,3,0.0,0.0,0.0,22.0,0.0,12.0
20403,340,13,6,7,9.0,2010,4,17,2010-04-18,1981-04-25,28,119,66,11.0,1.0,39.0,1.0,90.0,2.0
20412,340,15,205,20,,2010,4,17,2010-04-18,1974-07-13,35,222,3,1.0,0.0,0.0,21.0,0.0,10.0
20405,340,16,10,10,11.0,2010,4,17,2010-04-18,1983-01-11,27,55,38,0.0,0.0,10.0,9.0,18.0,6.0
20402,340,17,9,2,8.0,2010,4,17,2010-04-18,1976-08-27,33,143,55,2.0,5.0,24.0,8.0,61.0,3.0
20395,340,18,1,5,1.0,2010,4,17,2010-04-18,1980-01-19,30,175,3,8.0,11.0,35.0,4.0,109.0,1.0
20400,340,20,9,1,6.0,2010,4,17,2010-04-18,1987-07-03,22,46,20,6.0,2.0,37.0,3.0,73.0,3.0
20406,340,22,3,11,12.0,2010,4,17,2010-04-18,1972-05-23,37,291,3,11.0,0.0,5.0,12.0,6.0,7.0
20417,340,24,10,18,,2010,4,17,2010-04-18,1980-08-06,29,47,8,0.0,0.0,8.0,11.0,18.0,6.0
20404,340,30,131,9,10.0,2010,4,17,2010-04-18,1969-01-03,41,253,3,91.0,0.0,9.0,10.0,60.0,4.0
20414,340,37,15,17,,2010,4,17,2010-04-18,1971-02-24,39,75,3,0.0,0.0,0.0,16.0,0.0,9.0
20415,340,67,5,13,,2010,4,17,2010-04-18,1988-10-31,21,20,20,0.0,0.0,0.0,15.0,2.0,8.0
20407,340,153,5,12,13.0,2010,4,17,2010-04-18,1990-03-23,20,11,11,0.0,0.0,2.0,13.0,2.0,8.0
20416,340,155,15,15,,2010,4,17,2010-04-18,1986-09-13,23,5,3,0.0,0.0,0.0,24.0,0.0,9.0
20409,340,807,3,16,15.0,2010,4,17,2010-04-18,1987-08-19,22,3,3,0.0,0.0,1.0,14.0,6.0,7.0
20401,340,808,4,14,7.0,2010,4,17,2010-04-18,1984-09-08,25,3,3,0.0,0.0,0.0,23.0,46.0,5.0
20413,340,810,166,22,,2010,4,17,2010-04-18,1984-08-11,25,3,3,0.0,0.0,0.0,19.0,0.0,12.0
20410,340,811,164,23,16.0,2010,4,17,2010-04-18,1983-10-15,26,3,3,0.0,0.0,0.0,20.0,0.0,11.0
20411,340,812,164,24,17.0,2010,4,17,2010-04-18,1984-01-19,26,3,3,0.0,0.0,0.0,18.0,0.0,11.0
20432,341,1,1,3,14.0,2010,5,4,2010-05-09,1985-01-07,25,56,56,11.0,2.0,49.0,4.0,109.0,1.0
20431,341,3,131,8,13.0,2010,5,4,2010-05-09,1985-06-27,24,74,4,0.0,0.0,50.0,2.0,60.0,4.0
20420,341,4,6,4,2.0,2010,5,4,2010-05-09,1981-07-29,28,144,4,22.0,11.0,49.0,3.0,90.0,2.0
20442,341,5,205,20,,2010,5,4,2010-05-09,1981-10-19,28,56,4,1.0,0.0,0.0,18.0,0.0,10.0
20426,341,9,4,7,8.0,2010,5,4,2010-05-09,1984-12-07,25,61,4,1.0,0.0,40.0,7.0,46.0,5.0
20436,341,10,166,22,18.0,2010,5,4,2010-05-09,1982-03-18,28,41,4,0.0,0.0,0.0,23.0,0.0,12.0
20424,341,13,6,9,6.0,2010,5,4,2010-05-09,1981-04-25,29,120,67,11.0,1.0,41.0,6.0,116.0,2.0
20435,341,15,205,18,17.0,2010,5,4,2010-05-09,1974-07-13,35,223,4,1.0,0.0,0.0,22.0,0.0,10.0
20425,341,16,10,11,7.0,2010,5,4,2010-05-09,1983-01-11,27,56,39,0.0,0.0,10.0,9.0,18.0,6.0
20419,341,17,9,1,1.0,2010,5,4,2010-05-09,1976-08-27,33,144,56,2.0,5.0,28.0,8.0,73.0,3.0
20423,341,18,1,5,5.0,2010,5,4,2010-05-09,1980-01-19,30,176,4,9.0,11.0,60.0,1.0,119.0,1.0
20421,341,20,9,2,3.0,2010,5,4,2010-05-09,1987-07-03,22,47,21,6.0,3.0,45.0,5.0,113.0,3.0
20427,341,22,3,17,9.0,2010,5,4,2010-05-09,1972-05-23,37,292,4,11.0,0.0,5.0,13.0,6.0,7.0
20433,341,24,10,16,15.0,2010,5,4,2010-05-09,1980-08-06,29,48,9,0.0,0.0,8.0,11.0,24.0,6.0
20422,341,30,131,6,4.0,2010,5,4,2010-05-09,1969-01-03,41,254,4,91.0,0.0,10.0,10.0,72.0,4.0
20440,341,37,15,12,,2010,5,4,2010-05-09,1971-02-24,39,76,4,0.0,0.0,0.0,17.0,0.0,9.0
20438,341,67,5,14,,2010,5,4,2010-05-09,1988-10-31,21,21,21,0.0,0.0,0.0,16.0,2.0,8.0
20428,341,153,5,15,10.0,2010,5,4,2010-05-09,1990-03-23,20,12,12,0.0,0.0,2.0,14.0,3.0,8.0
20430,341,155,15,10,12.0,2010,5,4,2010-05-09,1986-09-13,23,6,4,0.0,0.0,0.0,24.0,0.0,9.0
20434,341,807,3,13,16.0,2010,5,4,2010-05-09,1987-08-19,22,4,4,0.0,0.0,1.0,15.0,8.0,7.0
20429,341,808,4,19,11.0,2010,5,4,2010-05-09,1984-09-08,25,4,4,0.0,0.0,6.0,12.0,50.0,5.0
20437,341,810,166,23,19.0,2010,5,4,2010-05-09,1984-08-11,25,4,4,0.0,0.0,0.0,20.0,0.0,12.0
20441,341,811,164,21,,2010,5,4,2010-05-09,1983-10-15,26,4,4,0.0,0.0,0.0,21.0,0.0,11.0
20439,341,812,164,24,,2010,5,4,2010-05-09,1984-01-19,26,4,4,0.0,0.0,0.0,19.0,0.0,11.0
20447,342,1,1,5,5.0,2010,6,6,2010-05-16,1985-01-07,25,57,57,11.0,2.0,49.0,6.0,119.0,1.0
20449,342,3,131,6,7.0,2010,6,6,2010-05-16,1985-06-27,24,75,5,0.0,0.0,50.0,5.0,72.0,4.0
20448,342,4,6,24,6.0,2010,6,6,2010-05-16,1981-07-29,28,145,5,22.0,11.0,67.0,2.0,116.0,2.0
20458,342,5,205,18,,2010,6,6,2010-05-16,1981-10-19,28,57,5,1.0,0.0,0.0,19.0,0.0,10.0
20445,342,9,4,2,3.0,2010,6,6,2010-05-16,1984-12-07,25,62,5,1.0,0.0,44.0,8.0,50.0,5.0
20463,342,10,166,20,,2010,6,6,2010-05-16,1982-03-18,28,42,5,0.0,0.0,0.0,24.0,0.0,12.0
20446,342,13,6,4,4.0,2010,6,6,2010-05-16,1981-04-25,29,121,68,11.0,1.0,49.0,7.0,136.0,2.0
20457,342,15,205,19,15.0,2010,6,6,2010-05-16,1974-07-13,35,224,5,1.0,0.0,0.0,23.0,0.0,10.0
20450,342,16,10,12,8.0,2010,6,6,2010-05-16,1983-01-11,27,57,40,0.0,0.0,16.0,10.0,24.0,6.0
20443,342,17,9,1,1.0,2010,6,6,2010-05-16,1976-08-27,33,145,57,3.0,5.0,53.0,4.0,113.0,3.0
20465,342,18,1,8,,2010,6,6,2010-05-16,1980-01-19,30,177,5,9.0,11.0,70.0,1.0,129.0,3.0
20444,342,20,9,3,2.0,2010,6,6,2010-05-16,1987-07-03,22,48,22,6.0,4.0,60.0,3.0,156.0,1.0
20460,342,22,3,9,,2010,6,6,2010-05-16,1972-05-23,37,293,5,11.0,0.0,7.0,12.0,8.0,7.0
20451,342,24,10,10,9.0,2010,6,6,2010-05-16,1980-08-06,29,49,10,0.0,0.0,8.0,11.0,30.0,6.0
20454,342,30,131,7,12.0,2010,6,6,2010-05-16,1969-01-03,41,255,5,91.0,0.0,22.0,9.0,78.0,4.0
20464,342,37,15,15,,2010,6,6,2010-05-16,1971-02-24,39,77,5,0.0,0.0,0.0,17.0,0.0,9.0
20452,342,67,5,13,10.0,2010,6,6,2010-05-16,1988-10-31,21,22,22,0.0,0.0,0.0,16.0,3.0,8.0
20453,342,153,5,17,11.0,2010,6,6,2010-05-16,1990-03-23,20,13,13,0.0,0.0,3.0,14.0,4.0,8.0
20461,342,155,15,16,,2010,6,6,2010-05-16,1986-09-13,23,7,5,0.0,0.0,0.0,18.0,0.0,9.0
20466,342,807,3,11,,2010,6,6,2010-05-16,1987-08-19,22,5,5,0.0,0.0,1.0,15.0,8.0,7.0
20455,342,808,4,14,13.0,2010,6,6,2010-05-16,1984-09-08,25,5,5,0.0,0.0,6.0,13.0,65.0,5.0
20462,342,810,166,21,,2010,6,6,2010-05-16,1984-08-11,25,5,5,0.0,0.0,0.0,21.0,0.0,12.0
20459,342,811,164,22,,2010,6,6,2010-05-16,1983-10-15,26,5,5,0.0,0.0,0.0,22.0,0.0,11.0
20456,342,812,164,23,14.0,2010,6,6,2010-05-16,1984-01-19,26,5,5,0.0,0.0,0.0,20.0,0.0,11.0
20467,343,1,1,2,1.0,2010,7,5,2010-05-30,1985-01-07,25,58,58,11.0,2.0,59.0,7.0,129.0,3.0
20471,343,3,131,6,5.0,2010,7,5,2010-05-30,1985-06-27,24,76,6,0.0,0.0,56.0,8.0,78.0,4.0
20474,343,4,6,12,8.0,2010,7,5,2010-05-30,1981-07-29,28,146,6,22.0,11.0,75.0,3.0,136.0,2.0
20489,343,5,205,20,,2010,7,5,2010-05-30,1981-10-19,28,58,6,1.0,0.0,0.0,19.0,0.0,10.0
20472,343,9,4,7,6.0,2010,7,5,2010-05-30,1984-12-07,25,63,6,1.0,0.0,59.0,6.0,65.0,5.0
20484,343,10,166,21,18.0,2010,7,5,2010-05-30,1982-03-18,28,43,6,0.0,0.0,0.0,24.0,0.0,12.0
20473,343,13,6,8,7.0,2010,7,5,2010-05-30,1981-04-25,29,122,69,11.0,1.0,61.0,5.0,146.0,3.0
20490,343,15,205,19,,2010,7,5,2010-05-30,1974-07-13,35,225,6,1.0,0.0,0.0,22.0,0.0,10.0
20475,343,16,10,11,9.0,2010,7,5,2010-05-30,1983-01-11,27,58,41,0.0,0.0,20.0,10.0,30.0,6.0
20469,343,17,9,1,3.0,2010,7,5,2010-05-30,1976-08-27,33,146,58,4.0,5.0,78.0,1.0,156.0,1.0
20468,343,18,1,4,2.0,2010,7,5,2010-05-30,1980-01-19,30,178,6,9.0,12.0,70.0,4.0,172.0,1.0
20488,343,20,9,3,,2010,7,5,2010-05-30,1987-07-03,22,49,23,6.0,4.0,78.0,2.0,171.0,2.0
20480,343,22,3,15,14.0,2010,7,5,2010-05-30,1972-05-23,38,294,6,11.0,0.0,7.0,12.0,8.0,7.0
20479,343,24,10,18,13.0,2010,7,5,2010-05-30,1980-08-06,29,50,11,0.0,0.0,10.0,11.0,32.0,6.0
20470,343,30,131,5,4.0,2010,7,5,2010-05-30,1969-01-03,41,256,6,91.0,0.0,22.0,9.0,100.0,4.0
20477,343,37,15,13,11.0,2010,7,5,2010-05-30,1971-02-24,39,78,6,0.0,0.0,0.0,17.0,0.0,9.0
20482,343,67,5,14,16.0,2010,7,5,2010-05-30,1988-10-31,21,23,23,0.0,0.0,1.0,15.0,4.0,8.0
20478,343,153,5,16,12.0,2010,7,5,2010-05-30,1990-03-23,20,14,14,0.0,0.0,3.0,14.0,4.0,8.0
20476,343,155,15,10,10.0,2010,7,5,2010-05-30,1986-09-13,23,8,6,0.0,0.0,0.0,18.0,1.0,9.0
20483,343,807,3,17,17.0,2010,7,5,2010-05-30,1987-08-19,22,6,6,0.0,0.0,1.0,16.0,8.0,7.0
20481,343,808,4,9,15.0,2010,7,5,2010-05-30,1984-09-08,25,6,6,0.0,0.0,6.0,13.0,73.0,5.0
20485,343,810,166,23,19.0,2010,7,5,2010-05-30,1984-08-11,25,6,6,0.0,0.0,0.0,21.0,0.0,12.0
20487,343,811,164,22,,2010,7,5,2010-05-30,1983-10-15,26,6,6,0.0,0.0,0.0,23.0,0.0,11.0
20486,343,812,164,24,20.0,2010,7,5,2010-05-30,1984-01-19,26,6,6,0.0,0.0,0.0,20.0,0.0,11.0
20491,344,1,1,1,1.0,2010,8,7,2010-06-13,1985-01-07,25,59,59,12.0,2.0,84.0,3.0,172.0,1.0
20496,344,3,131,10,6.0,2010,8,7,2010-06-13,1985-06-27,24,77,7,0.0,0.0,66.0,8.0,100.0,4.0
20493,344,4,6,3,3.0,2010,8,7,2010-06-13,1981-07-29,28,147,7,22.0,11.0,79.0,4.0,146.0,3.0
20506,344,5,205,19,16.0,2010,8,7,2010-06-13,1981-10-19,28,59,7,1.0,0.0,0.0,19.0,0.0,10.0
20497,344,9,4,8,7.0,2010,8,7,2010-06-13,1984-12-07,25,64,7,1.0,0.0,67.0,6.0,73.0,5.0
20510,344,10,166,21,,2010,8,7,2010-06-13,1982-03-18,28,44,7,0.0,0.0,0.0,24.0,0.0,12.0
20505,344,13,6,6,15.0,2010,8,7,2010-06-13,1981-04-25,29,123,70,11.0,1.0,67.0,7.0,161.0,3.0
20511,344,15,205,20,,2010,8,7,2010-06-13,1974-07-13,35,226,7,1.0,0.0,0.0,22.0,0.0,10.0
20500,344,16,10,9,10.0,2010,8,7,2010-06-13,1983-01-11,27,59,42,0.0,0.0,22.0,10.0,32.0,6.0
20495,344,17,9,7,5.0,2010,8,7,2010-06-13,1976-08-27,33,147,59,4.0,5.0,93.0,1.0,171.0,2.0
20492,344,18,1,4,2.0,2010,8,7,2010-06-13,1980-01-19,30,179,7,9.0,13.0,88.0,2.0,215.0,1.0
20494,344,20,9,2,4.0,2010,8,7,2010-06-13,1987-07-03,22,50,24,6.0,4.0,78.0,5.0,193.0,2.0
20504,344,22,3,11,14.0,2010,8,7,2010-06-13,1972-05-23,38,295,7,11.0,0.0,7.0,12.0,8.0,7.0
20499,344,24,10,5,9.0,2010,8,7,2010-06-13,1980-08-06,29,51,12,0.0,0.0,10.0,11.0,35.0,6.0
20501,344,30,131,13,11.0,2010,8,7,2010-06-13,1969-01-03,41,257,7,91.0,0.0,34.0,9.0,108.0,4.0
20512,344,37,15,17,,2010,8,7,2010-06-13,1971-02-24,39,79,7,0.0,0.0,0.0,18.0,1.0,9.0
20498,344,67,5,15,8.0,2010,8,7,2010-06-13,1988-10-31,21,24,24,0.0,0.0,1.0,15.0,4.0,8.0
20502,344,153,5,16,12.0,2010,8,7,2010-06-13,1990-03-23,20,15,15,0.0,0.0,3.0,14.0,8.0,7.0
20514,344,155,15,18,,2010,8,7,2010-06-13,1986-09-13,23,9,7,0.0,0.0,1.0,16.0,1.0,9.0
20503,344,807,3,12,13.0,2010,8,7,2010-06-13,1987-08-19,22,7,7,0.0,0.0,1.0,17.0,8.0,8.0
20507,344,808,4,14,17.0,2010,8,7,2010-06-13,1984-09-08,25,7,7,0.0,0.0,6.0,13.0,79.0,5.0
20509,344,810,166,23,19.0,2010,8,7,2010-06-13,1984-08-11,25,7,7,0.0,0.0,0.0,21.0,0.0,12.0
20513,344,811,164,22,,2010,8,7,2010-06-13,1983-10-15,26,7,7,0.0,0.0,0.0,23.0,0.0,11.0
20508,344,812,164,24,18.0,2010,8,7,2010-06-13,1984-01-19,26,7,7,0.0,0.0,0.0,20.0,0.0,11.0
20516,345,1,1,3,2.0,2010,9,12,2010-06-27,1985-01-07,25,60,60,13.0,2.0,109.0,1.0,215.0,1.0
20524,345,3,131,12,10.0,2010,9,12,2010-06-27,1985-06-27,25,78,8,0.0,0.0,74.0,6.0,108.0,4.0
20522,345,4,6,4,8.0,2010,9,12,2010-06-27,1981-07-29,28,148,8,22.0,11.0,94.0,4.0,161.0,3.0
20537,345,5,205,20,,2010,9,12,2010-06-27,1981-10-19,28,60,8,1.0,0.0,0.0,19.0,0.0,10.0
20519,345,9,4,6,5.0,2010,9,12,2010-06-27,1984-12-07,25,65,8,1.0,0.0,73.0,7.0,79.0,5.0
20533,345,10,166,22,19.0,2010,9,12,2010-06-27,1982-03-18,28,45,8,0.0,0.0,0.0,24.0,0.0,12.0
20525,345,13,6,5,11.0,2010,9,12,2010-06-27,1981-04-25,29,124,71,11.0,1.0,67.0,8.0,165.0,3.0
20535,345,15,205,19,21.0,2010,9,12,2010-06-27,1974-07-13,35,227,8,1.0,0.0,0.0,22.0,0.0,10.0
20520,345,16,10,13,6.0,2010,9,12,2010-06-27,1983-01-11,27,60,43,0.0,0.0,23.0,10.0,35.0,6.0
20538,345,17,9,2,,2010,9,12,2010-06-27,1976-08-27,33,148,60,4.0,5.0,103.0,3.0,193.0,2.0
20517,345,18,1,7,3.0,2010,9,12,2010-06-27,1980-01-19,30,180,8,9.0,13.0,106.0,2.0,248.0,1.0
20515,345,20,9,1,1.0,2010,9,12,2010-06-27,1987-07-03,22,51,25,6.0,4.0,90.0,5.0,218.0,2.0
20518,345,22,3,9,4.0,2010,9,12,2010-06-27,1972-05-23,38,296,8,11.0,0.0,7.0,12.0,8.0,8.0
20530,345,24,10,14,16.0,2010,9,12,2010-06-27,1980-08-06,29,52,13,0.0,0.0,12.0,11.0,43.0,6.0
20529,345,30,131,15,15.0,2010,9,12,2010-06-27,1969-01-03,41,258,8,91.0,0.0,34.0,9.0,109.0,4.0
20526,345,37,15,16,12.0,2010,9,12,2010-06-27,1971-02-24,39,80,8,0.0,0.0,0.0,18.0,1.0,9.0
20523,345,67,5,11,9.0,2010,9,12,2010-06-27,1988-10-31,21,25,25,0.0,0.0,5.0,14.0,8.0,7.0
20527,345,153,5,17,13.0,2010,9,12,2010-06-27,1990-03-23,20,16,16,0.0,0.0,3.0,15.0,10.0,8.0
20521,345,155,15,18,7.0,2010,9,12,2010-06-27,1986-09-13,23,10,8,0.0,0.0,1.0,16.0,7.0,9.0
