resultId,raceId,driverId,constructorId,grid,position,year,round,circuitId,date,dob,driver_age,driver_experience,driver_constructor_experience,driver_wins,constructor_wins,driver_points,driver_standing,constructor_points,constructor_standing,circuit_danger
20373,339,3,131,2,3.0,2010,3,2,2010-04-04,1985-06-27,24,72,2,0.0,0.0,20.0,5.0,29.0,3.0,0.75
20383,339,4,6,19,13.0,2010,3,2,2010-04-04,1981-07-29,28,142,2,22.0,11.0,37.0,1.0,70.0,1.0,0.75
20374,339,9,4,6,4.0,2010,3,2,2010-04-04,1984-12-07,25,59,2,1.0,0.0,18.0,6.0,18.0,4.0,0.75
20377,339,13,6,21,7.0,2010,3,2,2010-04-04,1981-04-25,28,118,65,11.0,1.0,33.0,2.0,76.0,1.0,0.75
20387,339,15,205,18,17.0,2010,3,2,2010-04-04,1974-07-13,35,221,2,1.0,0.0,0.0,19.0,0.0,10.0,0.75
20375,339,16,10,4,5.0,2010,3,2,2010-04-04,1983-01-11,27,54,37,0.0,0.0,0.0,13.0,8.0,6.0,0.75
20372,339,17,9,1,2.0,2010,3,2,2010-04-04,1976-08-27,33,142,54,2.0,4.0,6.0,10.0,18.0,5.0,0.75
20378,339,18,1,17,8.0,2010,3,2,2010-04-04,1980-01-19,30,174,2,8.0,11.0,31.0,3.0,66.0,2.0,0.75
20371,339,20,9,3,1.0,2010,3,2,2010-04-04,1987-07-03,22,45,19,5.0,2.0,12.0,7.0,61.0,3.0,0.75
20382,339,22,3,7,12.0,2010,3,2,2010-04-04,1972-05-23,37,290,2,11.0,0.0,5.0,11.0,5.0,7.0,0.75
20381,339,67,5,13,11.0,2010,3,2,2010-04-04,1988-10-31,21,19,19,0.0,0.0,0.0,18.0,0.0,8.0,0.75
20379,339,153,5,14,9.0,2010,3,2,2010-04-04,1990-03-23,20,10,10,0.0,0.0,0.0,12.0,2.0,8.0,0.75
20380,339,807,3,5,10.0,2010,3,2,2010-04-04,1987-08-19,22,2,2,0.0,0.0,0.0,17.0,6.0,7.0,0.75
20384,339,810,166,24,14.0,2010,3,2,2010-04-04,1984-08-11,25,2,2,0.0,0.0,0.0,24.0,0.0,12.0,0.75
20386,339,811,164,23,16.0,2010,3,2,2010-04-04,1983-10-15,26,2,2,0.0,0.0,0.0,20.0,0.0,11.0,0.75
20385,339,812,164,22,15.0,2010,3,2,2010-04-04,1984-01-19,26,2,2,0.0,0.0,0.0,16.0,0.0,11.0,0.75
20396,340,1,1,6,2.0,2010,4,17,2010-04-18,1985-01-07,25,55,55,11.0,1.0,31.0,6.0,66.0,2.0,0.81818
20397,340,3,131,4,3.0,2010,4,17,2010-04-18,1985-06-27,24,73,3,0.0,0.0,35.0,5.0,44.0,4.0,0.81818
20398,340,4,6,3,4.0,2010,4,17,2010-04-18,1981-07-29,28,143,3,22.0,11.0,37.0,2.0,76.0,1.0,0.81818
20408,340,5,205,21,14.0,2010,4,17,2010-04-18,1981-10-19,28,55,3,1.0,0.0,0.0,17.0,0.0,10.0,0.81818
20399,340,9,4,8,5.0,2010,4,17,2010-04-18,1984-12-07,25,60,3,1.0,0.0,30.0,7.0,30.0,5.0,0.81818
20403,340,13,6,7,9.0,2010,4,17,2010-04-18,1981-04-25,28,119,66,11.0,1.0,39.0,1.0,90.0,2.0,0.81818
20405,340,16,10,10,11.0,2010,4,17,2010-04-18,1983-01-11,27,55,38,0.0,0.0,10.0,9.0,18.0,6.0,0.81818
20402,340,17,9,2,8.0,2010,4,17,2010-04-18,1976-08-27,33,143,55,2.0,5.0,24.0,8.0,61.0,3.0,0.81818
20395,340,18,1,5,1.0,2010,4,17,2010-04-18,1980-01-19,30,175,3,8.0,11.0,35.0,4.0,109.0,1.0,0.81818
20400,340,20,9,1,6.0,2010,4,17,2010-04-18,1987-07-03,22,46,20,6.0,2.0,37.0,3.0,73.0,3.0,0.81818
20406,340,22,3,11,12.0,2010,4,17,2010-04-18,1972-05-23,37,291,3,11.0,0.0,5.0,12.0,6.0,7.0,0.81818
20404,340,30,131,9,10.0,2010,4,17,2010-04-18,1969-01-03,41,253,3,91.0,0.0,9.0,10.0,60.0,4.0,0.81818
20407,340,153,5,12,13.0,2010,4,17,2010-04-18,1990-03-23,20,11,11,0.0,0.0,2.0,13.0,2.0,8.0,0.81818
20409,340,807,3,16,15.0,2010,4,17,2010-04-18,1987-08-19,22,3,3,0.0,0.0,1.0,14.0,6.0,7.0,0.81818
20401,340,808,4,14,7.0,2010,4,17,2010-04-18,1984-09-08,25,3,3,0.0,0.0,0.0,23.0,46.0,5.0,0.81818
20410,340,811,164,23,16.0,2010,4,17,2010-04-18,1983-10-15,26,3,3,0.0,0.0,0.0,20.0,0.0,11.0,0.81818
20411,340,812,164,24,17.0,2010,4,17,2010-04-18,1984-01-19,26,3,3,0.0,0.0,0.0,18.0,0.0,11.0,0.81818
20432,341,1,1,3,14.0,2010,5,4,2010-05-09,1985-01-07,25,56,56,11.0,2.0,49.0,4.0,109.0,1.0,1.0
20431,341,3,131,8,13.0,2010,5,4,2010-05-09,1985-06-27,24,74,4,0.0,0.0,50.0,2.0,60.0,4.0,1.0
20420,341,4,6,4,2.0,2010,5,4,2010-05-09,1981-07-29,28,144,4,22.0,11.0,49.0,3.0,90.0,2.0,1.0
20426,341,9,4,7,8.0,2010,5,4,2010-05-09,1984-12-07,25,61,4,1.0,0.0,40.0,7.0,46.0,5.0,1.0
20436,341,10,166,22,18.0,2010,5,4,2010-05-09,1982-03-18,28,41,4,0.0,0.0,0.0,23.0,0.0,12.0,1.0
20424,341,13,6,9,6.0,2010,5,4,2010-05-09,1981-04-25,29,120,67,11.0,1.0,41.0,6.0,116.0,2.0,1.0
20435,341,15,205,18,17.0,2010,5,4,2010-05-09,1974-07-13,35,223,4,1.0,0.0,0.0,22.0,0.0,10.0,1.0
20425,341,16,10,11,7.0,2010,5,4,2010-05-09,1983-01-11,27,56,39,0.0,0.0,10.0,9.0,18.0,6.0,1.0
20419,341,17,9,1,1.0,2010,5,4,2010-05-09,1976-08-27,33,144,56,2.0,5.0,28.0,8.0,73.0,3.0,1.0
20423,341,18,1,5,5.0,2010,5,4,2010-05-09,1980-01-19,30,176,4,9.0,11.0,60.0,1.0,119.0,1.0,1.0
20421,341,20,9,2,3.0,2010,5,4,2010-05-09,1987-07-03,22,47,21,6.0,3.0,45.0,5.0,113.0,3.0,1.0
20427,341,22,3,17,9.0,2010,5,4,2010-05-09,1972-05-23,37,292,4,11.0,0.0,5.0,13.0,6.0,7.0,1.0
20433,341,24,10,16,15.0,2010,5,4,2010-05-09,1980-08-06,29,48,9,0.0,0.0,8.0,11.0,24.0,6.0,1.0
20422,341,30,131,6,4.0,2010,5,4,2010-05-09,1969-01-03,41,254,4,91.0,0.0,10.0,10.0,72.0,4.0,1.0
20428,341,153,5,15,10.0,2010,5,4,2010-05-09,1990-03-23,20,12,12,0.0,0.0,2.0,14.0,3.0,8.0,1.0
20430,341,155,15,10,12.0,2010,5,4,2010-05-09,1986-09-13,23,6,4,0.0,0.0,0.0,24.0,0.0,9.0,1.0
20434,341,807,3,13,16.0,2010,5,4,2010-05-09,1987-08-19,22,4,4,0.0,0.0,1.0,15.0,8.0,7.0,1.0
20429,341,808,4,19,11.0,2010,5,4,2010-05-09,1984-09-08,25,4,4,0.0,0.0,6.0,12.0,50.0,5.0,1.0
20437,341,810,166,23,19.0,2010,5,4,2010-05-09,1984-08-11,25,4,4,0.0,0.0,0.0,20.0,0.0,12.0,1.0
20447,342,1,1,5,5.0,2010,6,6,2010-05-16,1985-01-07,25,57,57,11.0,2.0,49.0,6.0,119.0,1.0,2.57143
20449,342,3,131,6,7.0,2010,6,6,2010-05-16,1985-06-27,24,75,5,0.0,0.0,50.0,5.0,72.0,4.0,2.57143
20448,342,4,6,24,6.0,2010,6,6,2010-05-16,1981-07-29,28,145,5,22.0,11.0,67.0,2.0,116.0,2.0,2.57143
20445,342,9,4,2,3.0,2010,6,6,2010-05-16,1984-12-07,25,62,5,1.0,0.0,44.0,8.0,50.0,5.0,2.57143
20446,342,13,6,4,4.0,2010,6,6,2010-05-16,1981-04-25,29,121,68,11.0,1.0,49.0,7.0,136.0,2.0,2.57143
20457,342,15,205,19,15.0,2010,6,6,2010-05-16,1974-07-13,35,224,5,1.0,0.0,0.0,23.0,0.0,10.0,2.57143
20450,342,16,10,12,8.0,2010,6,6,2010-05-16,1983-01-11,27,57,40,0.0,0.0,16.0,10.0,24.0,6.0,2.57143
20443,342,17,9,1,1.0,2010,6,6,2010-05-16,1976-08-27,33,145,57,3.0,5.0,53.0,4.0,113.0,3.0,2.57143
20444,342,20,9,3,2.0,2010,6,6,2010-05-16,1987-07-03,22,48,22,6.0,4.0,60.0,3.0,156.0,1.0,2.57143
20451,342,24,10,10,9.0,2010,6,6,2010-05-16,1980-08-06,29,49,10,0.0,0.0,8.0,11.0,30.0,6.0,2.57143
20454,342,30,131,7,12.0,2010,6,6,2010-05-16,1969-01-03,41,255,5,91.0,0.0,22.0,9.0,78.0,4.0,2.57143
20452,342,67,5,13,10.0,2010,6,6,2010-05-16,1988-10-31,21,22,22,0.0,0.0,0.0,16.0,3.0,8.0,2.57143
20453,342,153,5,17,11.0,2010,6,6,2010-05-16,1990-03-23,20,13,13,0.0,0.0,3.0,14.0,4.0,8.0,2.57143
20455,342,808,4,14,13.0,2010,6,6,2010-05-16,1984-09-08,25,5,5,0.0,0.0,6.0,13.0,65.0,5.0,2.57143
20456,342,812,164,23,14.0,2010,6,6,2010-05-16,1984-01-19,26,5,5,0.0,0.0,0.0,20.0,0.0,11.0,2.57143
20467,343,1,1,2,1.0,2010,7,5,2010-05-30,1985-01-07,25,58,58,11.0,2.0,59.0,7.0,129.0,3.0,0.25
20471,343,3,131,6,5.0,2010,7,5,2010-05-30,1985-06-27,24,76,6,0.0,0.0,56.0,8.0,78.0,4.0,0.25
20474,343,4,6,12,8.0,2010,7,5,2010-05-30,1981-07-29,28,146,6,22.0,11.0,75.0,3.0,136.0,2.0,0.25
20472,343,9,4,7,6.0,2010,7,5,2010-05-30,1984-12-07,25,63,6,1.0,0.0,59.0,6.0,65.0,5.0,0.25
20484,343,10,166,21,18.0,2010,7,5,2010-05-30,1982-03-18,28,43,6,0.0,0.0,0.0,24.0,0.0,12.0,0.25
20473,343,13,6,8,7.0,2010,7,5,2010-05-30,1981-04-25,29,122,69,11.0,1.0,61.0,5.0,146.0,3.0,0.25
20475,343,16,10,11,9.0,2010,7,5,2010-05-30,1983-01-11,27,58,41,0.0,0.0,20.0,10.0,30.0,6.0,0.25
20469,343,17,9,1,3.0,2010,7,5,2010-05-30,1976-08-27,33,146,58,4.0,5.0,78.0,1.0,156.0,1.0,0.25
20468,343,18,1,4,2.0,2010,7,5,2010-05-30,1980-01-19,30,178,6,9.0,12.0,70.0,4.0,172.0,1.0,0.25
20480,343,22,3,15,14.0,2010,7,5,2010-05-30,1972-05-23,38,294,6,11.0,0.0,7.0,12.0,8.0,7.0,0.25
20479,343,24,10,18,13.0,2010,7,5,2010-05-30,1980-08-06,29,50,11,0.0,0.0,10.0,11.0,32.0,6.0,0.25
20470,343,30,131,5,4.0,2010,7,5,2010-05-30,1969-01-03,41,256,6,91.0,0.0,22.0,9.0,100.0,4.0,0.25
20477,343,37,15,13,11.0,2010,7,5,2010-05-30,1971-02-24,39,78,6,0.0,0.0,0.0,17.0,0.0,9.0,0.25
20482,343,67,5,14,16.0,2010,7,5,2010-05-30,1988-10-31,21,23,23,0.0,0.0,1.0,15.0,4.0,8.0,0.25
20478,343,153,5,16,12.0,2010,7,5,2010-05-30,1990-03-23,20,14,14,0.0,0.0,3.0,14.0,4.0,8.0,0.25
20476,343,155,15,10,10.0,2010,7,5,2010-05-30,1986-09-13,23,8,6,0.0,0.0,0.0,18.0,1.0,9.0,0.25
20483,343,807,3,17,17.0,2010,7,5,2010-05-30,1987-08-19,22,6,6,0.0,0.0,1.0,16.0,8.0,7.0,0.25
20481,343,808,4,9,15.0,2010,7,5,2010-05-30,1984-09-08,25,6,6,0.0,0.0,6.0,13.0,73.0,5.0,0.25
20485,343,810,166,23,19.0,2010,7,5,2010-05-30,1984-08-11,25,6,6,0.0,0.0,0.0,21.0,0.0,12.0,0.25
20486,343,812,164,24,20.0,2010,7,5,2010-05-30,1984-01-19,26,6,6,0.0,0.0,0.0,20.0,0.0,11.0,0.25
20491,344,1,1,1,1.0,2010,8,7,2010-06-13,1985-01-07,25,59,59,12.0,2.0,84.0,3.0,172.0,1.0,1.69231
20496,344,3,131,10,6.0,2010,8,7,2010-06-13,1985-06-27,24,77,7,0.0,0.0,66.0,8.0,100.0,4.0,1.69231
20493,344,4,6,3,3.0,2010,8,7,2010-06-13,1981-07-29,28,147,7,22.0,11.0,79.0,4.0,146.0,3.0,1.69231
20506,344,5,205,19,16.0,2010,8,7,2010-06-13,1981-10-19,28,59,7,1.0,0.0,0.0,19.0,0.0,10.0,1.69231
20497,344,9,4,8,7.0,2010,8,7,2010-06-13,1984-12-07,25,64,7,1.0,0.0,67.0,6.0,73.0,5.0,1.69231
20505,344,13,6,6,15.0,2010,8,7,2010-06-13,1981-04-25,29,123,70,11.0,1.0,67.0,7.0,161.0,3.0,1.69231
20500,344,16,10,9,10.0,2010,8,7,2010-06-13,1983-01-11,27,59,42,0.0,0.0,22.0,10.0,32.0,6.0,1.69231
20495,344,17,9,7,5.0,2010,8,7,2010-06-13,1976-08-27,33,147,59,4.0,5.0,93.0,1.0,171.0,2.0,1.69231
20492,344,18,1,4,2.0,2010,8,7,2010-06-13,1980-01-19,30,179,7,9.0,13.0,88.0,2.0,215.0,1.0,1.69231
20494,344,20,9,2,4.0,2010,8,7,2010-06-13,1987-07-03,22,50,24,6.0,4.0,78.0,5.0,193.0,2.0,1.69231
20504,344,22,3,11,14.0,2010,8,7,2010-06-13,1972-05-23,38,295,7,11.0,0.0,7.0,12.0,8.0,7.0,1.69231
20499,344,24,10,5,9.0,2010,8,7,2010-06-13,1980-08-06,29,51,12,0.0,0.0,10.0,11.0,35.0,6.0,1.69231
20501,344,30,131,13,11.0,2010,8,7,2010-06-13,1969-01-03,41,257,7,91.0,0.0,34.0,9.0,108.0,4.0,1.69231
20498,344,67,5,15,8.0,2010,8,7,2010-06-13,1988-10-31,21,24,24,0.0,0.0,1.0,15.0,4.0,8.0,1.69231
20502,344,153,5,16,12.0,2010,8,7,2010-06-13,1990-03-23,20,15,15,0.0,0.0,3.0,14.0,8.0,7.0,1.69231
20503,344,807,3,12,13.0,2010,8,7,2010-06-13,1987-08-19,22,7,7,0.0,0.0,1.0,17.0,8.0,8.0,1.69231
20507,344,808,4,14,17.0,2010,8,7,2010-06-13,1984-09-08,25,7,7,0.0,0.0,6.0,13.0,79.0,5.0,1.69231
20509,344,810,166,23,19.0,2010,8,7,2010-06-13,1984-08-11,25,7,7,0.0,0.0,0.0,21.0,0.0,12.0,1.69231
20508,344,812,164,24,18.0,2010,8,7,2010-06-13,1984-01-19,26,7,7,0.0,0.0,0.0,20.0,0.0,11.0,1.69231
20516,345,1,1,3,2.0,2010,9,12,2010-06-27,1985-01-07,25,60,60,13.0,2.0,109.0,1.0,215.0,1.0,1.66667
20524,345,3,131,12,10.0,2010,9,12,2010-06-27,1985-06-27,25,78,8,0.0,0.0,74.0,6.0,108.0,4.0,1.66667
20522,345,4,6,4,8.0,2010,9,12,2010-06-27,1981-07-29,28,148,8,22.0,11.0,94.0,4.0,161.0,3.0,1.66667
20519,345,9,4,6,5.0,2010,9,12,2010-06-27,1984-12-07,25,65,8,1.0,0.0,73.0,7.0,79.0,5.0,1.66667
20533,345,10,166,22,19.0,2010,9,12,2010-06-27,1982-03-18,28,45,8,0.0,0.0,0.0,24.0,0.0,12.0,1.66667
20525,345,13,6,5,11.0,2010,9,12,2010-06-27,1981-04-25,29,124,71,11.0,1.0,67.0,8.0,165.0,3.0,1.66667
20535,345,15,205,19,21.0,2010,9,12,2010-06-27,1974-07-13,35,227,8,1.0,0.0,0.0,22.0,0.0,10.0,1.66667
20520,345,16,10,13,6.0,2010,9,12,2010-06-27,1983-01-11,27,60,43,0.0,0.0,23.0,10.0,35.0,6.0,1.66667
20517,345,18,1,7,3.0,2010,9,12,2010-06-27,1980-01-19,30,180,8,9.0,13.0,106.0,2.0,248.0,1.0,1.66667
20515,345,20,9,1,1.0,2010,9,12,2010-06-27,1987-07-03,22,51,25,6.0,4.0,90.0,5.0,218.0,2.0,1.66667
20518,345,22,3,9,4.0,2010,9,12,2010-06-27,1972-05-23,38,296,8,11.0,0.0,7.0,12.0,8.0,8.0,1.66667
20530,345,24,10,14,16.0,2010,9,12,2010-06-27,1980-08-06,29,52,13,0.0,0.0,12.0,11.0,43.0,6.0,1.66667
20529,345,30,131,15,15.0,2010,9,12,2010-06-27,1969-01-03,41,258,8,91.0,0.0,34.0,9.0,109.0,4.0,1.66667
20526,345,37,15,16,12.0,2010,9,12,2010-06-27,1971-02-24,39,80,8,0.0,0.0,0.0,18.0,1.0,9.0,1.66667
20523,345,67,5,11,9.0,2010,9,12,2010-06-27,1988-10-31,21,25,25,0.0,0.0,5.0,14.0,8.0,7.0,1.66667
20527,345,153,5,17,13.0,2010,9,12,2010-06-27,1990-03-23,20,16,16,0.0,0.0,3.0,15.0,10.0,8.0,1.66667
20521,345,155,15,18,7.0,2010,9,12,2010-06-27,1986-09-13,23,10,8,0.0,0.0,1.0,16.0,7.0,9.0,1.66667
20528,345,808,4,10,14.0,2010,9,12,2010-06-27,1984-09-08,25,8,8,0.0,0.0,6.0,13.0,89.0,5.0,1.66667
20531,345,810,166,21,17.0,2010,9,12,2010-06-27,1984-08-11,25,8,8,0.0,0.0,0.0,21.0,0.0,12.0,1.66667
20534,345,811,164,24,20.0,2010,9,12,2010-06-27,1983-10-15,26,8,8,0.0,0.0,0.0,23.0,0.0,11.0,1.66667
20532,345,812,164,23,18.0,2010,9,12,2010-06-27,1984-01-19,26,8,8,0.0,0.0,0.0,20.0,0.0,11.0,1.66667
20540,346,1,1,4,2.0,2010,10,9,2010-07-11,1985-01-07,25,61,61,13.0,2.0,127.0,1.0,248.0,1.0,1.3125
20541,346,3,131,5,3.0,2010,10,9,2010-07-11,1985-06-27,25,79,9,0.0,0.0,75.0,7.0,109.0,4.0,1.3125
20552,346,4,6,3,14.0,2010,10,9,2010-07-11,1981-07-29,28,149,9,22.0,11.0,98.0,5.0,165.0,3.0,1.3125
20555,346,5,205,18,17.0,2010,10,9,2010-07-11,1981-10-19,28,61,9,1.0,0.0,0.0,19.0,0.0,10.0,1.3125
20556,346,10,166,19,18.0,2010,10,9,2010-07-11,1982-03-18,28,46,9,0.0,0.0,0.0,24.0,0.0,12.0,1.3125
20553,346,13,6,7,15.0,2010,10,9,2010-07-11,1981-04-25,29,125,72,11.0,1.0,67.0,8.0,165.0,3.0,1.3125
20554,346,15,205,21,16.0,2010,10,9,2010-07-11,1974-07-13,35,228,9,1.0,0.0,0.0,22.0,0.0,10.0,1.3125
20546,346,16,10,11,8.0,2010,10,9,2010-07-11,1983-01-11,27,61,44,0.0,0.0,31.0,10.0,43.0,6.0,1.3125
20539,346,17,9,2,1.0,2010,10,9,2010-07-11,1976-08-27,33,149,61,4.0,6.0,103.0,4.0,218.0,2.0,1.3125
20542,346,18,1,14,4.0,2010,10,9,2010-07-11,1980-01-19,30,181,9,9.0,13.0,121.0,2.0,278.0,1.0,1.3125
20545,346,20,9,1,7.0,2010,10,9,2010-07-11,1987-07-03,23,52,26,7.0,5.0,115.0,3.0,249.0,2.0,1.3125
20543,346,22,3,8,5.0,2010,10,9,2010-07-11,1972-05-23,38,297,9,11.0,0.0,19.0,11.0,20.0,7.0,1.3125
20549,346,24,10,20,11.0,2010,10,9,2010-07-11,1980-08-06,29,53,14,0.0,0.0,12.0,12.0,47.0,6.0,1.3125
20558,346,29,164,24,20.0,2010,10,9,2010-07-11,1982-07-09,28,14,0,0.0,0.0,0.0,0.0,0.0,11.0,1.3125
20547,346,30,131,10,9.0,2010,10,9,2010-07-11,1969-01-03,41,259,9,91.0,0.0,34.0,9.0,126.0,4.0,1.3125
20550,346,67,5,16,12.0,2010,10,9,2010-07-11,1988-10-31,21,26,26,0.0,0.0,7.0,14.0,10.0,8.0,1.3125
20544,346,155,15,12,6.0,2010,10,9,2010-07-11,1986-09-13,23,11,9,0.0,0.0,7.0,13.0,15.0,8.0,1.3125
20548,346,807,3,13,10.0,2010,10,9,2010-07-11,1987-08-19,22,9,9,0.0,0.0,1.0,17.0,31.0,7.0,1.3125
20551,346,808,4,15,13.0,2010,10,9,2010-07-11,1984-09-08,25,9,9,0.0,0.0,6.0,15.0,89.0,5.0,1.3125
20557,346,812,164,23,19.0,2010,10,9,2010-07-11,1984-01-19,26,9,9,0.0,0.0,0.0,20.0,0.0,11.0,1.3125
20566,347,1,1,6,4.0,2010,11,10,2010-07-25,1985-01-07,25,62,62,13.0,2.0,145.0,1.0,278.0,1.0,1.33333
20570,347,3,131,9,8.0,2010,11,10,2010-07-25,1985-06-27,25,80,10,0.0,0.0,90.0,6.0,126.0,4.0,1.33333
20563,347,4,6,2,1.0,2010,11,10,2010-07-25,1981-07-29,28,150,10,22.0,11.0,98.0,5.0,165.0,3.0,1.33333
20569,347,9,4,7,7.0,2010,11,10,2010-07-25,1984-12-07,25,67,10,1.0,0.0,83.0,7.0,89.0,5.0,1.33333
20580,347,10,166,23,18.0,2010,11,10,2010-07-25,1982-03-18,28,47,10,0.0,0.0,0.0,24.0,0.0,12.0,1.33333
20564,347,13,6,3,2.0,2010,11,10,2010-07-25,1981-04-25,29,126,73,11.0,2.0,67.0,8.0,208.0,3.0,1.33333
20579,347,16,10,19,17.0,2010,11,10,2010-07-25,1983-01-11,27,62,45,0.0,0.0,35.0,10.0,47.0,6.0,1.33333
20568,347,17,9,4,6.0,2010,11,10,2010-07-25,1976-08-27,33,150,62,5.0,6.0,128.0,3.0,249.0,2.0,1.33333
20567,347,18,1,5,5.0,2010,11,10,2010-07-25,1980-01-19,30,182,10,9.0,13.0,133.0,2.0,300.0,1.0,1.33333
20565,347,20,9,1,3.0,2010,11,10,2010-07-25,1987-07-03,23,53,27,7.0,5.0,121.0,4.0,272.0,2.0,1.33333
20574,347,22,3,8,12.0,2010,11,10,2010-07-25,1972-05-23,38,298,10,11.0,0.0,29.0,11.0,31.0,7.0,1.33333
20578,347,24,10,21,16.0,2010,11,10,2010-07-25,1980-08-06,29,54,15,0.0,0.0,12.0,13.0,47.0,6.0,1.33333
20571,347,30,131,11,9.0,2010,11,10,2010-07-25,1969-01-03,41,260,10,91.0,0.0,36.0,9.0,132.0,4.0,1.33333
20576,347,37,15,14,14.0,2010,11,10,2010-07-25,1971-02-24,39,82,10,0.0,0.0,0.0,18.0,15.0,8.0,1.33333
20577,347,153,5,15,15.0,2010,11,10,2010-07-25,1990-03-23,20,18,18,0.0,0.0,3.0,16.0,10.0,9.0,1.33333
20573,347,155,15,12,11.0,2010,11,10,2010-07-25,1986-09-13,23,12,10,0.0,0.0,15.0,12.0,15.0,8.0,1.33333
